ssthresh,bytesInFlight,cWndAtTheEnd,TimeSpentInRecovery
2000,1000,2000,0.305770
2000,1000,2000,0.208864
2000,2000,2000,0.626784
6500,13000,3000,0.567632
2000,2000,2000,0.626784
2000,0,2000,0.128996
2000,2000,3000,0.208864
2000,2000,3000,0.208864
2000,0,2000,0.055973
2000,0,2000,0.096564
2000,1000,2000,0.208864
2000,1000,2000,0.195843
2000,0,2000,0.089797
2000,2000,3000,0.208864
2000,1000,2000,0.208864
2000,0,2000,0.105642
2000,1000,1000,0.934433
2000,1000,2000,0.208864
2000,2000,2000,0.419015
2000,1000,2000,0.115416
2000,2000,2000,0.208864
2000,0,2000,0.138927
2000,2000,3000,0.938508
2000,1000,2000,0.127899
2000,2000,2000,0.635216
2000,2000,2000,0.208864
2000,2000,2000,0.940052
2000,2000,3000,0.208864
2000,0,2000,0.106197
2000,0,2000,0.031202
2000,0,2000,0.102154
2000,1000,2000,0.028591
2000,1000,2000,0.208864
2000,1000,2000,0.090092
6500,13000,2000,1.036660
2000,2000,2000,5.729440
2000,2000,3000,0.208864
2000,1000,2000,0.657312
2000,1000,2000,0.208864
2000,0,2000,0.122425
2000,2000,3000,0.208864
2000,0,2000,0.096122
2000,0,2000,0.034854
2000,0,2000,0.079980
2000,1000,2000,0.208864
2000,1000,2000,0.208864
2000,1000,2000,0.208864
2000,2000,1000,0.409424
5000,10000,2000,0.443216
6000,12000,2000,0.485440
6500,13000,7000,0.322048
2000,1000,2000,0.208864
2000,0,2000,0.023147
2000,1000,2000,0.208864
2000,1000,2000,0.333927
2000,0,2000,0.085832
2000,0,2000,0.062646
2000,0,2000,0.091458
2000,2000,3000,0.503716
2000,1000,2000,0.856475
2000,0,2000,0.100838
2000,0,2000,0.073395
2000,0,2000,0.034600
2000,1000,2000,0.208864
2000,0,1000,0.217296
2000,0,2000,0.102616
2000,2000,2000,0.409424
2000,2000,2000,0.635216
2000,2000,3000,0.208864
2000,1000,2000,0.349795
2000,2000,3000,0.208864
2000,2000,2000,0.177083
7500,15000,7000,0.267952
5000,10000,5000,0.443216
2000,2000,1000,1.044510
2000,2000,3000,0.208864
2000,0,2000,0.208864
2000,2000,3000,0.409360
2000,2000,3000,0.340084
2000,1000,2000,0.923198
